ACCOUNT_NO.,ACCOUNT_NAME,SCHEME_TYPE,CLS_BALANCE,AMOUNT,INT_RATE,ACCT_OPEN_DATE  OPEN_EFFECTIVE_DATE,MATURITY_DATE,CRNCY,USD_AMOUNT
50017150002790,CORONATION MERCHANT BANK EXPOR,ODA,"4,331,312.61",-4331312.61,0,11/9/2018,2022-07-14,USD,-4331312.61
50017150003018,FBNQUEST MB EXPORT PROCEED ACC,ODA,631.6,-631.6,0,5/22/2019,2022-07-14,USD,-631.6
50017150003049,UNITY BANK PLC,ODA,"153,795.18",-153795.18,0.01,7/3/2019,2022-07-14,USD,-153795.18
50017150003070,UNITY BANK PLC,ODA,68.46,-68.46,0.3,7/17/2019,2022-07-14,EUR,-68.145084
50017150003087,UNITY BANK PLC,ODA,"30,553.32",-30553.32,0.3,7/17/2019,2022-07-14,GBP,-25686.176124
50017150003094,CARL BANK LIMITED,ODA,0.02,-0.02,0.01,7/22/2019,2022-07-14,USD,-0.02
50017150003117,TITAN TRUST BANK LIMITED,ODA,"3,624,827.17",-3624827.17,0.01,8/6/2019,2022-07-14,USD,-3624827.17
50017150003285,FIDELITY BANK PLC TRADING ACCO,ODA,"118,439.40",-118439.4,0.01,10/11/2019,2022-07-14,USD,-118439.4
50017150003360,HERITAGE BANK PLC TRADING ACCO,ODA,"159,784.75",-159784.75,0.01,11/8/2019,2022-07-14,USD,-159784.75
50017150003377,ZAMBIA INDUSTRIAL COMMERCIAL B,ODA,"2,150,782.74",-2150782.74,0.01,11/8/2019,2022-07-14,USD,-2150782.74
50017150003384,ZAMBIA INDUSTRIAL COMMERCIAL B,ODA,"22,941.72",-22941.72,0.3,11/12/2019,2022-07-14,EUR,-22836.188088
50017150003391,ZAMBIA INDUSTRIAL COMMERCIAL B,ODA,"24,332.07",-24332.07,0.3,11/12/2019,2022-07-14,GBP,-20455.971249
50017150003414,MYBUCKS BANKING CORPORATION,ODA,"158,297.62",-158297.62,0.01,11/15/2019,2022-07-14,USD,-158297.62
50017150003421,MYBUCKS BANKING CORPORATION,ODA,"10,800.57",-10800.57,0.3,11/15/2019,2022-07-14,EUR,-10750.887378
50017150003438,MYBUCKS BANKING CORPORATION,ODA,69.62,-69.62,0.3,11/15/2019,2022-07-14,GBP,-58.529534000000005
50017150003445,TAJBANK LIMITED,ODA,"465,169.99",-465169.99,0.01,11/21/2019,2022-07-14,USD,-465169.99
50017150003452,TITAN TRUST BANK LIMITED USD T,ODA,"1,280,009.11",-1280009.11,0.01,12/9/2019,2022-07-14,USD,-1280009.11
50017150003469,TITAN TRUST BANK LIMITED - TRA,ODA,"1,043,762.07",-1043762.07,0.01,12/9/2019,2022-07-14,USD,-1043762.07
50017150003520,TAJBANK LIMITED PROFIT/CHARGE,ODA,"2,582.91",-2582.91,0.01,12/10/2019,2022-07-14,USD,-2582.91
50017150003544,TAJBANK LIMITED EXPORT DOMICIL,ODA,"1,093,508.61",-1093508.61,0.01,12/10/2019,2022-07-14,USD,-1093508.61
50017150003582,HERITAGE BANK PLC TRADING ACCO,ODA,"49,984.95",-49984.95,0.3,1/7/2020,2022-07-14,GBP,-42022.347465
50017150003605,GLOBUS BANK LIMITED,ODA,"10,980.00",-10980.0,0.3,1/30/2020,2022-07-14,GBP,-9230.886
50017150003612,GLOBUS BANK LIMITED,ODA,"2,665.98",-2665.98,0.3,1/30/2020,2022-07-14,EUR,-2653.716492
50017150003629,GLOBUS BANK LIMITED WIRE CLEAR,ODA,"831,067.37",-831067.37,0.01,2/3/2020,2022-07-14,USD,-831067.37
50017150003636,GLOBUS BANK LIMITED WIRE CLEAR,ODA,"174,984.32",-174984.32,0.3,2/3/2020,2022-07-14,GBP,-147109.317824
50017150003643,GLOBUS BANK LIMITED WIRE CLEAR,ODA,"6,282.00",-6282.0,0.3,2/3/2020,2022-07-14,EUR,-6253.1028
50017150003650,MOZA BANCO SA,ODA,"1,043,404.04",-1043404.04,0.01,2/3/2020,2022-07-14,USD,-1043404.04
50017150003674,NIGERIAN EXPORT IMPORT BANK,ODA,"100,012.04",-100012.04,0.01,2/18/2020,2022-07-14,USD,-100012.04
50017150003681,CORONATION MERCHANT- USD WIRE,ODA,"1,070,946.57",-1070946.57,0,2/19/2020,2022-07-14,USD,-1070946.57
50017150003698,HERITAGE BANK PLC EXPORT PROCE,ODA,"18,592.25",-18592.25,0,2/25/2020,2022-07-14,USD,-18592.25
50017150003704,TITAN BANK MASTERCARD SETTLEME,ODA,"31,118.34",-31118.34,0.01,2/26/2020,2022-07-14,USD,-31118.34
50017150003728,HERITAGE BANK PLC INTEREST AND,ODA,"27,792.77",-27792.77,0.01,3/11/2020,2022-07-14,USD,-27792.77
50017150003827,NOVA MERCHANT BANK WIRE CLEARI,ODA,"3,050,717.83",-3050717.83,0.01,4/3/2020,2022-07-14,USD,-3050717.83
50017150003834,TITAN BANK WIRE CLEARING,ODA,"404,814.14",-404814.14,0.01,4/3/2020,2022-07-14,USD,-404814.14
50017150003872,SUNTRUST BANK NIGERIA LIMITED,ODA,"3,258.83",-3258.83,0.3,5/29/2020,2022-07-14,GBP,-2739.698381
50017150003889,TITAN TRUST BANK LIMITED EXPOR,ODA,"55,974.69",-55974.69,0.01,6/1/2020,2022-07-14,USD,-55974.69
50017150003926,SUNTRUST BANK NIGERIA LIMITED,ODA,"50,995.77",-50995.77,0.3,6/5/2020,2022-07-14,EUR,-50761.18945799999
50017150003964,SUNTRUST BANK NIGERIA LIMITED,ODA,"77,868.59",-77868.59,0.01,6/23/2020,2022-07-14,USD,-77868.59
50017150003971,TAJBANK LIMITED FX TRADING,ODA,"60,576.98",-60576.98,0.3,6/26/2020,2022-07-14,GBP,-50927.067086
50017150003988,TAJBANK LIMITED FX TRADING,ODA,"16,905.65",-16905.65,0.01,6/26/2020,2022-07-14,USD,-16905.65
50017150003995,TAJBANK LIMITED FX TRADING,ODA,"5,225.00",-5225.0,0.3,6/26/2020,2022-07-14,EUR,-5200.965
50017150004046,TAJBANK LIMITED OPERATING ACCO,ODA,"8,474.47",-8474.47,0.3,6/26/2020,2022-07-14,GBP,-7124.486929
50017150004053,TAJBANK LIMITED OPERATING ACCO,ODA,"9,663.69",-9663.69,0.3,6/26/2020,2022-07-14,EUR,-9619.237026
50017150004114,SUNTRUST BANK NIGERIA LIMITED,ODA,13,-13.0,0.3,7/8/2020,2022-07-14,GBP,-10.9291
50017150004138,WEMA BANK PLC. EUR ACCOUNT,ODA,"3,031.97",-3031.97,0.3,7/29/2020,2022-07-14,EUR,-3018.0229379999996
50017150004244,FBNQUEST LOANS SETTLEMENT ACCO,ODA,"42,843.90",-42843.9,0,11/23/2020,2022-07-14,USD,-42843.9
50017150004480,WEMA BANK PLC. WIRE CLEARING,ODA,"1,120,702.68",-1120702.68,0.01,3/26/2021,2022-07-14,USD,-1120702.68
50017170000541,UNITED BANK FOR AFRICA PLC - F,ODA,"6,603,576.90",-6603576.9,0.01,7/1/2008,2022-07-14,USD,-6603576.9
50017170002936,UNITED BANK FOR AFRICA PLC- EX,ODA,"464,210,737.97",-464210737.97,0,1/29/2019,2022-07-14,USD,-464210737.97
50017200002462,CBN USD CURRENT ACCOUNT,ODA,"329,303,415.58",-329303415.58,0,6/13/2018,2022-07-14,USD,-329303415.58
50030030000541,ESCROW A/C - GBARAN UBIE PHASE,CAA,"2,169,968.84",-2169968.84,0.01,6/12/2014,2022-07-14,USD,-2169968.84
50030030000611,CHEVRON NIGERIA LIMITED (CNL),ODA,"5,610,938.61",-5610938.61,0,9/20/2017,2022-07-14,USD,-5610938.61
50030030000620,SHELL PETROLEUM DEV. CO. LTD.,ODA,"2,122,517.96",-2122517.96,0.01,9/22/2017,2022-07-14,USD,-2122517.96
50030070001373,NNPC - CARRY PROCEEDS A/C - GB,CAA,"547,834.00",-547834.0,0.01,11/20/2013,2022-07-14,USD,-547834.0
EUR50011213001,STANDARD CHARTERED BANK FRANKF,OAB,"-7,418,382.58",7418382.58,0,1/2/2014,2022-07-14,EUR,7384258.020132
GBP50011213001,"STANDARD CHARTERED BANK, LONDO",OAB,"-801,149.06",801149.06,0,1/6/2014,2022-07-14,GBP,673526.014742
LA500100000004,BANK OF INDUSTRY LIMITED,LAA,"-27,223,000.00",27223000.0,7.74,12/18/2020,2022-09-14,USD,27223000.0
LA500100000010,GCB BANK LIMITED,LAA,"-20,000,000.00",20000000.0,2.73,2/7/2022,2022-08-05,USD,20000000.0
LA500100000012,UNITED BANK FOR AFRICA PLC,LAA,"-187,749.85",187749.85,4.88,3/24/2022,2022-07-19,USD,187749.85
LA500100000013,UNITED BANK FOR AFRICA PLC,LAA,"-210,774.00",210774.0,4.88,3/24/2022,2022-07-19,USD,210774.0
LA500100000014,STERLING BANK PLC,LAA,"-2,480,000.00",2480000.0,7.82,5/31/2022,2022-11-25,USD,2480000.0
LA500100000015,UNITED BANK FOR AFRICA PLC,LAA,"-151,880.45",151880.45,5.07,5/31/2022,2022-08-17,USD,151880.45
LA500100000016,ACCESS BANK UK LIMTED,LAA,"-50,000,000.00",50000000.0,4.4,6/28/2022,2022-09-26,USD,50000000.0
LA500300008955,SHELL PETROLEUM DEV. CO. LTD.,LAA,"-1,056,961.29",1056961.29,9.47,9/22/2017,2024-12-17,USD,1056961.29
LA500300008967,CHEVRON NIGERIA LIMITED (CNL),LAA,"-3,900,795.52",3900795.52,9.31,9/15/2017,2024-09-16,USD,3900795.52
LA500300009003,CHEVRON NIGERIA LIMITED (CNL),LAA,"-1,634,373.90",1634373.9,9.36,10/20/2017,2024-09-16,USD,1634373.9
LA500300009064,CHEVRON NIGERIA LIMITED (CNL),LAA,"-440,133.16",440133.16,9.48,12/4/2017,2024-09-16,USD,440133.16
LA500300009184,SHELL PETROLEUM DEV. CO. LTD.,LAA,"-1,310,950.28",1310950.28,10.05,2/15/2018,2024-12-17,USD,1310950.28
LA500300009396,SHELL PETROLEUM DEV. CO. LTD.,LAA,"-615,011.84",615011.84,10.44,7/26/2018,2024-06-23,USD,615011.84
LA500300009873,SHELL PETROLEUM DEV. CO. LTD.,LAA,"-887,517.98",887517.98,8.87,2/11/2019,2024-12-17,USD,887517.98
LA500300010377,SHELL PETROLEUM DEV. CO. LTD.,LAA,"-487,948.08",487948.08,8.21,6/28/2019,2024-06-23,USD,487948.08
LA500300012618,SUNTRUST BANK NIGERIA LIMITED,LAA,"-176,206.59",176206.59,5.93,2/26/2021,2021-10-22,USD,176206.59
LA500300012694,SUNTRUST BANK NIGERIA LIMITED,LAA,"-2,558,514.22",2558514.22,5.92,3/11/2021,2021-09-07,USD,2558514.22
LA500300012989,SUNTRUST BANK NIGERIA LIMITED,LAA,"-157,193.66",157193.66,5.95,5/7/2021,2021-11-01,USD,157193.66
LA500300013030,SUNTRUST BANK NIGERIA LIMITED,LAA,"-58,810.39",58810.39,5.87,5/17/2021,2021-09-23,USD,58810.39
LA500300013036,SUNTRUST BANK NIGERIA LIMITED,LAA,"-187,580.25",187580.25,6.43,5/19/2021,2021-11-01,USD,187580.25
LA500300013139,SUNTRUST BANK NIGERIA LIMITED,LAA,"-38,328.71",38328.71,5.91,6/9/2021,2021-11-01,USD,38328.71
LA500300013149,SUNTRUST BANK NIGERIA LIMITED,LAA,"-46,163.25",46163.25,5.86,6/14/2021,2021-12-22,USD,46163.25
LA500300013151,SUNTRUST BANK NIGERIA LIMITED,LAA,"-16,272.75",16272.75,5.9,6/15/2021,2021-11-01,USD,16272.75
LA500300013152,SUNTRUST BANK NIGERIA LIMITED,LAA,"-37,002.59",37002.59,5.9,6/15/2021,2021-11-01,USD,37002.59
LA500300013182,SUNTRUST BANK NIGERIA LIMITED,LAA,"-81,576.88",81576.88,5.89,6/25/2021,2021-10-26,USD,81576.88
LA500300013225,SUNTRUST BANK NIGERIA LIMITED,LAA,"-67,979.14",67979.14,5.91,7/9/2021,2021-10-08,USD,67979.14
LA500300013258,SUNTRUST BANK NIGERIA LIMITED,LAA,"-54,347.35",54347.35,5.87,7/15/2021,2021-11-01,USD,54347.35
LA500300013259,SUNTRUST BANK NIGERIA LIMITED,LAA,"-54,347.35",54347.35,5.87,7/15/2021,2021-11-01,USD,54347.35
LA500300013271,SUNTRUST BANK NIGERIA LIMITED,LAA,"-96,809.78",96809.78,5.88,7/20/2021,2021-11-01,USD,96809.78
LA500300013312,SUNTRUST BANK NIGERIA LIMITED,LAA,"-70,528.89",70528.89,5.87,8/5/2021,2021-11-03,USD,70528.89
LA500300013350,SUNTRUST BANK NIGERIA LIMITED,LAA,"-38,023.75",38023.75,5.85,8/23/2021,2021-10-22,USD,38023.75
LA500300013466,HERITAGE BANK PLC INTEREST AND,LAA,"-340,412.00",340412.0,6.36,9/3/2021,2022-03-02,USD,340412.0
LA500300013510,SUNTRUST BANK NIGERIA LIMITED,LAA,"-19,314.22",19314.22,5.87,9/17/2021,2021-12-03,USD,19314.22
LA500300013550,SUNTRUST BANK NIGERIA LIMITED,LAA,"-36,180.00",36180.0,5.9,9/30/2021,2021-12-10,USD,36180.0
LA500300013577,SUNTRUST BANK NIGERIA LIMITED,LAA,"-57,150.00",57150.0,5.9,10/8/2021,2022-01-07,USD,57150.0
LA500300013578,SUNTRUST BANK NIGERIA LIMITED,LAA,"-41,985.00",41985.0,5.9,10/8/2021,2022-01-07,USD,41985.0
LA500300013581,SUNTRUST BANK NIGERIA LIMITED,LAA,"-12,497.77",12497.77,5.87,10/12/2021,2021-12-22,USD,12497.77
LA500300013582,SUNTRUST BANK NIGERIA LIMITED,LAA,"-55,894.05",55894.05,5.87,10/12/2021,2021-12-22,USD,55894.05
LA500300013646,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-102,344.00",102344.0,8.91,11/24/2021,2022-07-15,USD,102344.0
LA500300013648,GREENWICH MERCHANT BANK LIMITE,LAA,"-7,525.77",7525.77,5.81,11/24/2021,2022-06-24,GBP,6326.914839
LA500300013649,STERLING BANK PLC,LAA,"-1,277,000.00",1277000.0,9.85,11/26/2021,2022-09-29,USD,1277000.0
LA500300013674,SUNTRUST BANK NIGERIA LIMITED,LAA,"-71,355.00",71355.0,6.04,12/15/2021,2022-05-13,USD,71355.0
LA500300013679,NOVA MERCHANT BANK,LAA,"-133,500.00",133500.0,6.04,12/16/2021,2022-06-14,USD,133500.0
LA500300013680,NOVA MERCHANT BANK,LAA,"-166,338.00",166338.0,6.04,12/16/2021,2022-06-14,USD,166338.0
LA500300013686,FIRST CITY MONUMENT BANK PLC,LAA,"-149,020.00",149020.0,5.05,12/17/2021,2022-06-15,USD,149020.0
LA500300013688,FIRST CITY MONUMENT BANK PLC,LAA,"-30,000.00",30000.0,5.05,12/17/2021,2022-06-15,USD,30000.0
LA500300013695,NOVA MERCHANT BANK,LAA,"-58,910.00",58910.0,6.08,1/4/2022,2022-07-01,USD,58910.0
LA500300013702,STERLING BANK PLC,LAA,"-21,517.19",21517.19,8.74,1/6/2022,2022-08-03,USD,21517.19
LA500300013703,NOVA MERCHANT BANK,LAA,"-403,891.20",403891.2,6.09,1/6/2022,2022-07-05,USD,403891.2
LA500300013704,NOVA MERCHANT BANK,LAA,"-515,818.30",515818.3,6.09,1/6/2022,2022-07-05,USD,515818.3
LA500300013705,NOVA MERCHANT BANK,LAA,"-159,846.00",159846.0,6.09,1/6/2022,2022-07-05,USD,159846.0
LA500300013706,FIRST CITY MONUMENT BANK PLC,LAA,"-61,340.00",61340.0,5.09,1/6/2022,2022-07-05,USD,61340.0
LA500300013707,FIRST CITY MONUMENT BANK PLC,LAA,"-234,775.00",234775.0,5.09,1/6/2022,2022-07-05,USD,234775.0
LA500300013708,FIRST CITY MONUMENT BANK PLC,LAA,"-228,074.46",228074.46,5.09,1/6/2022,2022-07-05,USD,228074.46
LA500300013709,FIRST CITY MONUMENT BANK PLC,LAA,"-61,304.00",61304.0,5.09,1/6/2022,2022-07-05,USD,61304.0
LA500300013710,FIRST CITY MONUMENT BANK PLC,LAA,"-226,166.45",226166.45,5.09,1/6/2022,2022-07-05,USD,226166.45
LA500300013711,FIRST CITY MONUMENT BANK PLC,LAA,"-136,450.00",136450.0,5.09,1/6/2022,2022-07-05,USD,136450.0
LA500300013712,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-154,495.94",154495.94,9.59,1/7/2022,2022-07-22,USD,154495.94
LA500300013713,FIRST CITY MONUMENT BANK PLC,LAA,"-133,282.63",133282.63,5.09,1/7/2022,2022-07-06,USD,133282.63
LA500300013717,FIRST CITY MONUMENT BANK PLC,LAA,"-78,427.66",78427.66,5.09,1/7/2022,2022-07-06,USD,78427.66
LA500300013718,FIRST CITY MONUMENT BANK PLC,LAA,"-132,600.00",132600.0,5.09,1/7/2022,2022-07-06,USD,132600.0
LA500300013737,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-507,541.10",507541.1,6.05,1/13/2022,2022-07-12,USD,507541.1
LA500300013748,FIDELITY BANK PLC TRADING ACCO,LAA,"-10,616,425.25",10616425.25,5.39,1/18/2022,2022-07-15,USD,10616425.25
LA500300013771,CORONATION MERCHANT BANK,LAA,"-12,117.17",12117.17,5.17,1/20/2022,2022-07-19,USD,12117.17
LA500300013774,FIDELITY BANK PLC TRADING ACCO,LAA,"-10,270,146.00",10270146.0,5.44,1/21/2022,2022-07-20,USD,10270146.0
LA500300013776,STERLING BANK PLC,LAA,"-34,639.18",34639.18,8.35,1/25/2022,2022-09-29,USD,34639.18
LA500300013777,GREENWICH MERCHANT BANK LIMITE,LAA,"-1,908.38",1908.38,7.32,1/26/2022,2022-07-25,USD,1908.38
LA500300013778,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-16,752.00",16752.0,6.32,1/26/2022,2022-07-25,USD,16752.0
LA500300013780,FIRST CITY MONUMENT BANK PLC,LAA,"-1,500,000.00",1500000.0,5.19,1/21/2022,2022-07-20,USD,1500000.0
LA500300013781,NOVA MERCHANT BANK,LAA,"-54,062.00",54062.0,4.71,1/28/2022,2022-07-08,USD,54062.0
LA500300013782,STERLING BANK PLC,LAA,"-70,201.56",70201.56,8.35,1/28/2022,2022-09-29,USD,70201.56
LA500300013783,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-249,875.93",249875.93,6.32,1/28/2022,2022-07-27,USD,249875.93
LA500300013784,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-193,540.21",193540.21,6.32,1/28/2022,2022-07-27,USD,193540.21
LA500300013785,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-73,350.00",73350.0,6.32,1/31/2022,2022-07-28,USD,73350.0
LA500300013786,HERITAGE BANK PLC INTEREST AND,LAA,"-801,932.52",801932.52,5.75,1/31/2022,2022-06-17,EUR,798243.630408
LA500300013787,STERLING BANK PLC,LAA,"-990,138.85",990138.85,9.6,1/31/2022,2022-09-29,USD,990138.85
LA500300013793,SUNTRUST BANK NIGERIA LIMITED,LAA,"-93,107.00",93107.0,6.28,2/1/2022,2022-07-01,USD,93107.0
LA500300013794,WEMA BANK PLC.,LAA,"-134,941.76",134941.76,6.27,2/3/2022,2022-06-29,USD,134941.76
LA500300013804,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-309,400.00",309400.0,7.96,2/9/2022,2022-08-08,USD,309400.0
LA500300013820,SUNTRUST BANK NIGERIA LIMITED,LAA,"-81,924.08",81924.08,6.38,2/10/2022,2022-08-09,USD,81924.08
LA500300013821,SUNTRUST BANK NIGERIA LIMITED,LAA,"-156,125.92",156125.92,6.38,2/10/2022,2022-08-09,USD,156125.92
LA500300013822,FIRST CITY MONUMENT BANK PLC,LAA,"-1,000,000.00",1000000.0,5.09,1/7/2022,2022-07-06,USD,1000000.0
LA500300013845,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-165,838.26",165838.26,7.96,2/14/2022,2022-08-11,USD,165838.26
LA500300013846,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-66,921.00",66921.0,7.96,2/14/2022,2022-08-11,USD,66921.0
LA500300013874,SUNTRUST BANK NIGERIA LIMITED,LAA,"-10,780.00",10780.0,6.14,2/14/2022,2022-05-13,USD,10780.0
LA500300013875,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-82,009.85",82009.85,7.95,2/15/2022,2022-08-15,USD,82009.85
LA500300013881,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-48,170.00",48170.0,7.99,2/16/2022,2022-08-15,USD,48170.0
LA500300013882,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-267,136.38",267136.38,7.99,2/16/2022,2022-08-15,USD,267136.38
LA500300013883,FBNQUEST MERCHANT BANK LIMITED,LAA,"-390,390.00",390390.0,8.49,2/16/2022,2022-08-15,USD,390390.0
LA500300013884,FBNQUEST MERCHANT BANK LIMITED,LAA,"-141,093.91",141093.91,8.49,2/16/2022,2022-08-15,USD,141093.91
LA500300013894,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-829,810.80",829810.8,8.06,2/23/2022,2022-08-22,USD,829810.8
LA500300013895,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-1,279,184.64",1279184.64,8.06,2/23/2022,2022-08-22,USD,1279184.64
LA500300013896,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-153,864.00",153864.0,8.06,2/24/2022,2022-08-23,USD,153864.0
LA500300013897,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-127,750.00",127750.0,8.07,2/25/2022,2022-08-24,USD,127750.0
LA500300013900,FBNQUEST MERCHANT BANK LIMITED,LAA,"-138,581.76",138581.76,8.57,2/25/2022,2022-08-24,USD,138581.76
LA500300013901,FBNQUEST MERCHANT BANK LIMITED,LAA,"-150,200.97",150200.97,8.57,2/25/2022,2022-08-24,USD,150200.97
LA500300013903,SUNTRUST BANK NIGERIA LIMITED,LAA,"-10,500.00",10500.0,6.55,2/28/2022,2022-06-09,USD,10500.0
LA500300013905,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-65,721.00",65721.0,8.07,3/2/2022,2022-08-29,USD,65721.0
LA500300013906,UNION BANK,LAA,"-125,460.00",125460.0,7.44,3/3/2022,2022-09-29,USD,125460.0
LA500300013907,GREENWICH MERCHANT BANK LIMITE,LAA,"-3,595.02",3595.02,7.25,3/3/2022,2022-07-12,GBP,3022.333314
LA500300013908,FIRST CITY MONUMENT BANK PLC,LAA,"-45,322.31",45322.31,5.54,3/4/2022,2022-08-30,USD,45322.31
LA500300013909,FIRST CITY MONUMENT BANK PLC,LAA,"-2,029,000.00",2029000.0,5.54,3/4/2022,2022-08-31,USD,2029000.0
LA500300013910,FIRST CITY MONUMENT BANK PLC,LAA,"-138,603.87",138603.87,5.54,3/4/2022,2022-08-31,USD,138603.87
LA500300013918,STERLING BANK PLC,LAA,"-97,707.00",97707.0,6.97,3/9/2022,2022-09-02,USD,97707.0
